"autoctr","Stockcode","C_Code","SpecCode","CountryRefNo","AlsoRef","Status","CurrentPresence","Freshwater","Brackish","Saltwater","Land","Comments","Abundance","RefAbundance","Importance","RefImportance","ExVesselPrice","Aquaculture","RefAquaculture","LiveExportOrg","LiveExport","RefLiveExport","Game","Bait","Regulations","RefRegulations","Threatened","CountrySubComp","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS","country"
11281,384,"704",370,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,NA,2007-09-04,NA,NA,NA,"Viet Nam"
11351,388,"704",374,2682,NA,"native","present",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1992-07-16,1,1992-12-05,NA,NA,NA,"Viet Nam"
11405,391,"704",377,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,NA,2007-09-04,NA,NA,NA,"Viet Nam"
11596,398,"704",384,46893,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin, central and southern Vietnam (Ref. 12846); also from Quang Ninh-Cat Ba (Ref. 58534).  Also Ref. 3287.","common (usually seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1,1990-11-10,1472,2007-08-09,NA,NA,NA,"Viet Nam"
11733,401,"704",387,46893,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin, central and southern Vietnam (Ref. 12846).  Also Ref. 3277.","common (usually seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1,1990-11-10,1472,2006-11-15,NA,NA,NA,"Viet Nam"
11961,402,"704",388,46893,NA,"native","present",0,0,1,0,"Known from Quang Ninh-Cat Ba, Hon Me, Cu Lao Cham, Nha Trang, Con Dao and An Thoi (Ref. 58534).  Also Ref. 2682.","common (usually seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1992-07-16,1472,2007-08-09,NA,NA,NA,"Viet Nam"
11986,404,"704",390,2682,NA,"native","present",0,1,1,0,"Known from the Gulf of Tonkin, central and southern Vietnam (Ref. 12846); also from Quang Ninh-Cat Ba (Ref. 58534).","common (usually seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1992-07-16,1472,2007-08-10,NA,NA,NA,"Viet Nam"
12069,410,"704",396,46893,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin and central Vietnam (Ref. 12846).  Also Ref. 3810, 11230.","common (usually seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,14,1992-05-20,1472,2006-11-15,NA,NA,NA,"Viet Nam"
12106,413,"704",399,12846,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin, central and southern Vietnam (Ref. 12846); also from Quang Ninh-Cat Ba (Ref. 58534).   Also Ref. 46893.","common (usually seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2006-11-16,14,2012-02-27,14,2012-02-27,NA,"Viet Nam"
12333,426,"704",412,46893,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin, central and southern Vietnam (Ref. 12846); also from the Spratly islands (Ref. 58534).  Also Ref. 3287.","common (usually seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1,1990-11-10,1472,2007-08-09,NA,NA,NA,"Viet Nam"
12537,442,"704",428,46893,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin and central Vietnam (Ref. 12846).","common (usually seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2003-07-03,1472,2006-11-15,NA,NA,NA,"Viet Nam"
12589,448,"704",434,46893,NA,"questionable","possible",0,0,1,0,"Known from the Gulf of Tonkin (Ref. 12846).","common (usually seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2003-07-03,1472,2006-11-15,NA,NA,NA,"Viet Nam"
12753,456,"704",442,124569,NA,"misidentification","absent",0,0,1,0,"Most probably referring to <i>Argyrops bleekeri</i> following distribution in Ref. 124569.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,1993-05-15,14,2021-08-03,14,2021-08-03,NA,"Viet Nam"
12797,459,"704",445,46893,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin and central Vietnam (Ref. 12846).  Also Ref. 2115.","common (usually seen)",12846,NA,NA,NA,NA,NA,0,"live food",34166,0,0,NA,NA,0,0,10,1993-05-25,393,2007-12-31,NA,NA,NA,"Viet Nam"
12872,468,"704",454,46893,NA,"native","present",0,1,1,0,"Known from the Gulf of Tonkin and central Vietnam (Ref. 12846); also from Quang Ninh-Cat Ba (Ref. 58534).  Also Ref. 3283.","common (usually seen)",12846,NA,NA,NA,NA,NA,0,"live food",34166,0,0,NA,NA,0,0,14,1992-04-29,393,2007-12-31,NA,NA,NA,"Viet Nam"
13144,507,"704",491,46893,NA,"native","present",0,0,1,0,"Known from Quang Ninh-Cat Ba (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2003-07-03,1472,2007-09-05,NA,NA,NA,"Viet Nam"
13173,511,"704",495,44416,2682,"native","present",1,1,0,0,"Found in Hanoi, northern Vietnam (Ref. 44416). Occurs in the Mekong basin (Ref. 27732).  Present in Da River (Ref. 90167, 89724).  Also Ref. 2682, 36625, 37770.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1992-02-09,2,2012-05-31,10,2001-08-13,NA,"Viet Nam"
13190,513,"704",497,46893,NA,"native","present",0,0,1,0,"Known from Quang Ninh-Cat Ba (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2003-07-03,1472,2007-09-05,NA,NA,NA,"Viet Nam"
13210,514,"704",498,12369,NA,"native","present",1,1,0,0,"Occurs in parts of the Mekong delta, where it presumably has been introduced relatively recently.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,2001-07-30,NA,2001-08-13,10,2001-08-13,NA,"Viet Nam"
13224,515,"704",499,36625,43281,"native","present",1,0,0,0,"Naturally found in the Mekong basin (Ref. 43281). Also Ref. 36654.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1,1991-12-10,10,2002-10-13,10,2002-10-13,NA,"Viet Nam"
13325,529,"704",513,46893,NA,"native","present",0,0,1,0,"Known from Quang Ninh-Cat Ba (Ref. 58534).  Also Ref. 2682.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1992-07-29,1472,2007-09-05,113,1995-10-26,NA,"Viet Nam"
13398,538,"704",522,58534,NA,"native","present",0,0,1,0,"Known from Quang Ninh-Cat Ba (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-05,NA,2007-09-05,NA,NA,NA,"Viet Nam"
13759,572,"704",556,9706,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin, Central and Southern Vietnam (Ref. 9706).  Also Ref. 189.","common (usually seen)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,1472,2006-11-09,NA,NA,NA,"Viet Nam"
13819,574,"704",558,9706,NA,"native","present",0,0,1,0,"Known from South of Central Vietnam (Ref. 9706).  Also Ref. 189.","common (usually seen)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,1472,2006-11-09,NA,NA,NA,"Viet Nam"
13856,579,"704",563,189,NA,"native","present",0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,NA,1994-12-23,NA,NA,NA,"Viet Nam"
13867,581,"704",565,128119,NA,"misidentification","absent",0,0,1,0,"Probably referring to <i>S. continentalis</i> (Ref. 128119). Known from the Gulf of Tonkin; fairly common (Ref. 9706) and Quang Ninh-Cat Ba (Ref. 58534).  Also Ref. 189.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,14,2023-03-10,14,2023-03-10,NA,"Viet Nam"
13893,582,"704",566,9706,NA,"native","present",0,1,1,0,"Known from Gulf of Tonkin, Gulf of Thailand and Central Vietnam (Ref. 9706).  Also Ref. 189.","common (usually seen)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,1472,2006-11-09,NA,NA,NA,"Viet Nam"
13908,583,"704",567,189,NA,"native","present",0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,NA,1994-12-23,NA,NA,NA,"Viet Nam"
13959,585,"704",569,9706,NA,"native","present",0,1,1,0,"Known from the Gulf of Tonkin, Gulf of Thailand and Central Vietnam (Ref. 9706).  Also Ref. 189.","common (usually seen)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,1472,2006-11-09,NA,NA,NA,"Viet Nam"
13993,587,"704",571,189,NA,"native","present",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,22,2006-11-29,NA,NA,NA,"Viet Nam"
14028,593,"704",577,9706,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin and Southern Vietnam (Ref. 9706).  Also Ref. 189.","fairly common (chances are about 50%)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,1472,2006-11-09,NA,NA,NA,"Viet Nam"
14045,594,"704",578,9706,NA,"native","present",0,0,1,0,NA,"occasional (usually not seen)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2006-11-10,NA,2006-11-10,NA,NA,NA,"Viet Nam"
14119,602,"704",586,9706,NA,"native","present",0,1,1,0,"Known from the Gulf of Tonkin, Central and Southern Vietnam (Ref. 9706); also from Quang Ninh-Cat Ba (Ref. 58534).  Also Ref. 189.","fairly common (chances are about 50%)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1,1990-11-10,1472,2007-08-07,NA,NA,NA,"Viet Nam"
14159,605,"704",589,9706,NA,"native","present",0,1,1,0,"Known from the Gulf of Tonkin and Gulf of Thailand (Ref. 9706).  Found in Mekong delta (Ref. 36625); also from Quang Ninh-Cat Ba (Ref. 58534).  Also Ref. 189.","common (usually seen)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,1472,2007-08-07,NA,NA,NA,"Viet Nam"
14171,606,"704",590,9706,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin (Ref. 9706) and Quang Ninh-Cat Ba (Ref. 58534).","common (usually seen)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,113,2006-11-21,1472,2007-09-18,NA,NA,NA,"Viet Nam"
14194,610,"704",594,9706,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin (Ref. 9706) and Quang Ninh-Cat Ba (Ref. 58534).","common (usually seen)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,113,2006-11-16,1472,2007-08-07,NA,NA,NA,"Viet Nam"
14235,615,"704",599,9706,NA,"native","present",0,1,1,0,"Known from the Gulf of Tonkin and Gulf of Thailand (Ref. 9706); also from Quang Ninh-Cat Ba (Ref. 58534).  Also Ref. 189.","fairly common (chances are about 50%)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,1472,2007-08-07,NA,NA,NA,"Viet Nam"
14283,620,"704",604,36625,36654,"native","present",1,1,0,0,"Found in the Mekong delta (Ref. 36625). Also Ref. 7050, 36654.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,97,1996-04-16,949,2010-05-13,10,2001-08-27,NA,"Viet Nam"
14294,624,"704",608,9706,36625,"native","present",1,1,1,0,"Found in the Mekong delta (Ref. 36625) and southern Vietnam (Ref. 9706). Also Ref. 36654, 43281.","common (usually seen)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1995-11-07,1472,2006-11-09,10,2002-10-14,NA,"Viet Nam"
14315,627,"704",611,9706,36625,"native","present",0,1,1,0,"Known from the Gulf of Tonkin and Southern Vietnam (Ref. 9706).  Found in Mekong delta (Ref. 36625).","common (usually seen)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1995-11-07,1472,2006-11-09,NA,NA,NA,"Viet Nam"
14353,641,"704",625,9706,NA,"native","present",0,0,1,0,"Known from Southern Vietnam (Ref. 9706).","scarce (very unlikely)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1995-11-07,1472,2006-11-09,NA,NA,NA,"Viet Nam"
14359,642,"704",626,44416,9706,"native","present",1,1,1,0,"Known from the Gulf of Tonkin, Southern Vietnam (Ref. 9706) and northern Vietnam (Ref. 44416). Found in Mekong delta (Ref. 36625). Also Ref. 189.","common (usually seen)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1,1990-11-10,1472,2006-11-09,10,2003-09-19,NA,"Viet Nam"
14364,643,"704",627,9706,36654,"native","present",1,1,1,0,"Known from Southern Vietnam (Ref. 9706); reported from Song Hau Giang (a branch of the Mekong River also known as the Bassac River) (Ref. 87929).  Also Ref. 189, 36654.","scarce (very unlikely)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1,1990-11-10,14,2011-10-12,NA,NA,NA,"Viet Nam"
14550,644,"704",628,9706,36625,"native","present",0,1,1,0,"Known from southern Viet Nam (Ref. 9706).  Found in Mekong delta (Ref. 36625).","fairly common (chances are about 50%)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1995-11-07,113,2007-02-19,NA,NA,NA,"Viet Nam"
14557,645,"704",629,9706,NA,"native","present",1,1,1,0,"Known from northern Vietnam (Ref. 44416), the Gulf of Tonkin and Southern Vietnam (Ref. 9706); also from Quang Ninh-Cat Ba (Ref. 58534).","common (usually seen)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1995-11-07,1472,2007-08-07,10,2003-09-19,NA,"Viet Nam"
14583,649,"704",633,189,NA,"native","present",0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,3,1990-10-19,NA,1994-12-23,NA,NA,NA,"Viet Nam"
14587,650,"704",634,36625,NA,"native","present",1,0,0,0," Found in Mekong delta (Ref. 36625).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2000-11-23,NA,2000-11-23,NA,NA,NA,"Viet Nam"
14746,653,"704",637,13573,NA,"native","present",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,113,1999-10-06,NA,1999-10-06,NA,NA,NA,"Viet Nam"
183490,664,"704",648,247,NA,"native","present",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,113,2014-03-20,14,2014-03-20,NA,NA,NA,"Viet Nam"
15426,697,"704",681,9705,46452,"native","present",0,0,1,0,"Known from the Gulf of Tonkin (Ref. 9705).  Also Ref. 5158.   
Status of threat: Rare (Ref. 46452).","scarce (very unlikely)",9705,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,1,0,2,1993-01-25,1472,2011-10-25,NA,NA,NA,"Viet Nam"
14394,726,"704",710,247,NA,"native","present",0,0,1,0,"Also Ref. 31367.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1992-06-16,113,1999-10-06,NA,NA,NA,"Viet Nam"
15928,729,"704",713,9705,NA,"native","present",0,0,1,0,"Occurs in the Gulf of Tonkin (Ref. 9705).  Also Ref. 247, 31367.","scarce (very unlikely)",9705,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1992-06-16,1472,2006-11-07,NA,NA,NA,"Viet Nam"
16261,762,"704",746,9705,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin and the central and southeastern coasts (Ref. 9705).  Also Ref. 9838, 11230, 43278.","common (usually seen)",9705,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1995-08-17,1472,2008-02-19,NA,NA,NA,"Viet Nam"
16319,763,"704",747,247,13568,"native","present",0,0,1,0,"Occurs off the south coast of Vietnam (Ref. 13568).  Also Ref. 43278.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1992-06-16,1472,2008-02-19,NA,NA,NA,"Viet Nam"
16472,767,"704",751,9705,NA,"native","present",0,0,1,0,"Known from the coast of Central and Southern Vietnam, Spratly islands (Ref. 9705).","scarce (very unlikely)",9705,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1995-08-17,1472,2006-11-07,NA,NA,NA,"Viet Nam"
16606,768,"704",752,9705,NA,"native","present",0,0,1,0,"Occurs in the coast of central and southern Viet Nam (Ref. 9705).  Also Ref. 13574, 43278.","scarce (very unlikely)",9705,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1992-06-16,1472,2008-02-20,NA,NA,NA,"Viet Nam"
16747,773,"704",757,9705,NA,"native","present",0,0,1,0,"Occurs in the Gulf of Tonkin (Ref. 9705).  Taken by local fisheries (Ref. 247).  Also Ref. 13577, 43278.","scarce (very unlikely)",9705,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,14,1991-05-08,1472,2008-02-26,NA,NA,NA,"Viet Nam"
16938,801,"704",785,2682,NA,"native","present",1,1,1,0,"Found in the Gulf of Tonkin, Central and Southern Vietnam (Ref. 2682); also from Quang Ninh-Cat Ba and Spratly islands (Ref. 58534).  Also Ref. 46893.","common (usually seen)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1992-02-09,1472,2007-08-08,NA,NA,NA,"Viet Nam"
17051,809,"704",793,12846,55,"native","present",0,0,1,0,"Known from central Vietnam (Ref. 12846), Quang Ninh-Cat Ba, Cu Lao Cham, Nha Trang, Cu Lao Cau, Con Dao and An Thoi (Ref. 58534).  Also Ref. 55.","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,2,1990-10-19,1472,2007-08-10,NA,NA,NA,"Viet Nam"
17074,812,"704",796,244,11146,"native","present",0,0,1,0,"Type locality, off Cape Bantagan, BMNH 1965.8.11.1 (holotype of <i>Cephaloscyllium fasciatum</i>, 42.1 cm TL, maturing female (Ref. 80388). Also Ref. 11146.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1992-06-16,14,2010-03-29,NA,NA,NA,"Viet Nam"
14468,822,"704",806,125614,NA,"questionable","possible",0,0,1,0,"Outside distributional range (Ref. 127969). Reported from the Gulf of Tonkin (Ref. 9705).  Possibly occurring in Viet Nam (Ref. 11146). Also Ref. 244.","scarce (very unlikely)",9705,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1992-06-16,14,2023-04-14,NA,NA,NA,"Viet Nam"
17099,831,"704",815,125614,NA,"misidentification","absent",0,0,1,0,"Outside distributional range (Ref. 125614).  In Ref. 244, 11146.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1992-06-16,14,2023-04-13,14,2023-04-13,NA,"Viet Nam"
17109,832,"704",816,9705,NA,"native","present",0,0,1,0,"Gulf of Tonkin.","scarce (very unlikely)",9705,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1995-08-17,NA,1995-08-17,NA,NA,NA,"Viet Nam"
20576,945,"704",929,12846,NA,"questionable","possible",0,0,1,0,"Known from central Vietnam (Ref. 12846).  Outside distributional range, occurrence needs verification.","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2006-11-16,NA,2006-11-16,NA,NA,NA,"Viet Nam"
17551,876,"704",860,9705,NA,"native","present",0,0,1,0,"Óccurs in the Gulf of Tonkin and  coast of central Vietnam (Ref. 9705).  Also Ref. 244, 9997, 45255.","scarce (very unlikely)",9705,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1992-06-16,1472,2006-11-07,NA,NA,NA,"Viet Nam"
17605,877,"704",861,55784,9705,"native","present",0,0,1,0,"Occurs in the Gulf of Tonkin (Ref. 9705). Also Ref. 9997.","abundant (always seen in some numbers)",9705,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1992-06-16,14,2014-05-23,14,2014-05-23,NA,"Viet Nam"
17667,880,"704",864,9705,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin (Ref. 9705).","scarce (very unlikely)",9705,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1995-08-18,1472,2006-11-07,NA,NA,NA,"Viet Nam"
14542,881,"704",865,244,9997,"native","present",0,0,1,0,"Also Ref. 9997.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,14,1991-05-15,14,2014-05-23,14,2014-05-23,NA,"Viet Nam"
17752,883,"704",867,89954,NA,"questionable","possible",0,0,1,0,"Reported Known from the Gulf of Tonkin, coast of central and southern Viet Nam (Ref. 9705).  Also Ref. 244, 9997; outside distributional range (Ref. 89954).","scarce (very unlikely)",9705,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1992-06-16,1472,2014-08-18,NA,NA,NA,"Viet Nam"
17851,884,"704",868,9705,58534,"native","present",0,0,1,0,"Known from the Gulf of Tonkin (Ref. 9705); also from Quang Ninh-Cat Ba (Ref. 58534).","common (usually seen)",9705,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,113,2006-11-17,14,2014-05-23,14,2014-05-23,NA,"Viet Nam"
17940,887,"704",871,9705,9997,"native","present",0,0,1,0,"Known from the Gulf of Tonkin (Ref. 9705).  Also Ref. 244, 9997.","common (usually seen)",9705,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1992-06-16,1472,2006-11-07,NA,NA,NA,"Viet Nam"
18028,889,"704",873,244,NA,"native","present",1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1992-06-16,NA,1994-10-20,NA,NA,NA,"Viet Nam"
18152,890,"704",874,9705,NA,"native","present",0,1,1,0,"Occurs in the coast of central Viet Nam (Ref. 9705).  Also Ref. 244, 9997.","scarce (very unlikely)",9705,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1992-06-16,1472,2006-11-07,NA,NA,NA,"Viet Nam"
18294,891,"704",875,244,9997,"native","present",0,0,1,0,"Also Ref. 9997.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1992-06-16,113,1999-10-25,NA,NA,NA,"Viet Nam"
18345,892,"704",876,9705,NA,"native","present",0,0,1,0,"Occurs in the Gulf of Tonkin (Ref. 9705).  Also Ref. 244, 9997.","scarce (very unlikely)",9705,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1992-06-16,1472,2006-11-07,NA,NA,NA,"Viet Nam"
18411,893,"704",877,9705,NA,"native","present",0,1,1,0,"Occurs in the Gulf of Tonkin, coast of central Viet Nam (Ref. 9705).  Also Ref. 244, 9997.","scarce (very unlikely)",9705,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1992-06-16,1472,2006-11-07,NA,NA,NA,"Viet Nam"
18463,894,"704",878,244,9997,"native","present",0,0,1,0,"Also Ref. 9997.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1992-06-16,113,1999-10-25,NA,NA,NA,"Viet Nam"
18577,896,"704",880,244,9997,"native","present",0,0,1,0,"Also Ref. 9997.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1992-06-16,113,1999-10-25,NA,NA,NA,"Viet Nam"
18641,898,"704",882,244,9997,"native","present",0,0,1,0,"Also Ref. 9997.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1992-06-16,113,1999-10-21,NA,NA,NA,"Viet Nam"
18710,900,"704",884,9705,NA,"native","present",0,0,1,0,"Occurs in the Gulf of Tonkin and coast of central Viet Nam (Ref. 9705).  Also Ref. 244, 9997.","common (usually seen)",9705,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1992-06-16,1472,2006-11-07,NA,NA,NA,"Viet Nam"
18837,902,"704",886,9705,NA,"native","present",0,1,1,0,"Occurs in the coast of central Viet Nam (Ref. 9705).  Also Ref. 244, 9997.","scarce (very unlikely)",9705,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1992-06-16,1472,2006-11-07,NA,NA,NA,"Viet Nam"
18875,903,"704",887,125614,NA,"questionable","possible",0,0,1,0,"Outside distributional range (Ref, 125614). Reported from the Gulf of Tonkin (Ref. 9705).","scarce (very unlikely)",9705,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1995-08-18,14,2023-04-14,14,2023-04-14,NA,"Viet Nam"
18971,908,"704",892,84282,NA,"questionable","possible",0,0,1,0,"Known from the Gulf of Tonkin (Ref. 9705).  Record from this country possibly referring to <i>Lamiopsis tephrodes<> (Ref. 84282).","scarce (very unlikely)",9705,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1995-08-18,14,2012-07-30,NA,NA,NA,"Viet Nam"
19040,910,"704",894,9705,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin (Ref. 9705).  Also Ref. 244, 9997.","occasional (usually not seen)",9705,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1992-06-16,1472,2006-11-07,NA,NA,NA,"Viet Nam"
19100,912,"704",896,244,9997,"native","present",0,0,1,0,"Also Ref. 9997.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,113,1997-07-02,113,1999-10-25,NA,NA,NA,"Viet Nam"
19347,914,"704",898,9705,NA,"native","present",0,0,1,0,"Occurs in the Gulf of Tonkin, coast of central Viet Nam (Ref. 9705) and Spratly islands (Ref. 58534).  Also Ref. 244, 9997.","scarce (very unlikely)",9705,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1992-06-16,1472,2007-09-18,NA,NA,NA,"Viet Nam"
19443,915,"704",899,9705,NA,"native","present",0,1,1,0,"Known from the Gulf of Tonkin and from central and southern Viet Nam (Ref. 9705, as <i>Scoliodon walbeehmii</i>).  Also Ref. 244, 9997.","common (usually seen)",9705,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1992-06-16,113,2006-11-21,10,2001-07-02,NA,"Viet Nam"
19506,918,"704",902,244,NA,"native","present",0,0,1,0,"Also Ref. 9997.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1992-06-16,113,2006-11-16,NA,NA,NA,"Viet Nam"
