"autoctr","Stockcode","C_Code","SpecCode","CountryRefNo","AlsoRef","Status","CurrentPresence","Freshwater","Brackish","Saltwater","Land","Comments","Abundance","RefAbundance","Importance","RefImportance","ExVesselPrice","Aquaculture","RefAquaculture","LiveExportOrg","LiveExport","RefLiveExport","Game","Bait","Regulations","RefRegulations","Threatened","CountrySubComp","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS","country"
94240,6893,"704",6572,12846,NA,"native","present",0,0,1,0,"Known from central Vietnam (Ref. 12846), Nha Trang and Spratly islands (Ref. 58534).","common (usually seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2006-11-16,1472,2007-08-14,NA,NA,NA,"Viet Nam"
95576,6896,"704",6575,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang and Spratly islands (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-19,NA,2007-09-19,NA,NA,NA,"Viet Nam"
95592,6897,"704",6576,12846,NA,"native","present",0,0,1,0,NA,"occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2006-11-16,NA,2006-11-16,NA,NA,NA,"Viet Nam"
95627,6900,"704",6578,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-06,NA,2007-09-06,NA,NA,NA,"Viet Nam"
95663,6901,"704",6579,58534,NA,"native","present",0,0,1,0,"Known from the Spratly islands (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-07,NA,2007-08-07,NA,NA,NA,"Viet Nam"
95706,6903,"704",6581,12846,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin (Ref. 12846) and Quang Ninh-Cat Ba (Ref. 58534).","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2006-11-16,1472,2007-08-09,NA,NA,NA,"Viet Nam"
95732,6904,"704",6582,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang and Spratly islands (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-08,NA,2007-08-08,NA,NA,NA,"Viet Nam"
95743,6908,"704",6586,12846,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin (Ref. 12846).","scarce (very unlikely)",12846,NA,NA,NA,NA,NA,0,"live food",34166,0,0,NA,NA,0,0,1472,2006-11-16,393,2007-12-31,NA,NA,NA,"Viet Nam"
95749,6909,"704",6587,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-15,NA,2007-08-15,NA,NA,NA,"Viet Nam"
95865,6917,"704",6595,7050,NA,"native","present",1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,97,1996-08-26,NA,1997-03-24,NA,NA,NA,"Viet Nam"
95890,6920,"704",6600,12846,NA,"native","present",0,0,1,0,"Known from the central and southern Vietnam (Ref. 12846); also from Quang Ninh-Cat Ba (Ref. 58534).","common (usually seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2006-11-16,1472,2007-08-09,NA,NA,NA,"Viet Nam"
95934,6923,"704",6604,12846,NA,"questionable","possible",0,0,1,0,"Known from the Gulf of Tonkin and central Vietnam (Ref. 12846).  Outside distributionla range, occurrence needs verification.","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2006-11-16,NA,2006-11-16,NA,NA,NA,"Viet Nam"
95956,6924,"704",6603,46893,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin and central Vietnam (Ref. 12846); also from Quang Ninh-Cat Ba, Hon Me, Con Co, Cu Lao Cham, Nha Trang, Cu Lao Cau, Con Dao, An Thoi and Spratly islands (Ref. 58534).","common (usually seen)",12846,NA,NA,NA,NA,NA,0,"live food",34166,0,0,NA,NA,0,0,393,2003-07-01,393,2007-12-21,NA,NA,NA,"Viet Nam"
95981,6925,"704",6605,58534,NA,"native","present",0,0,1,0,"Known from Quang Ninh-Cat Ba and Nha Trang (Ref. 58534).  Known to be common in central Vietnam (Ref. 12846).","common (usually seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-18,14,2011-07-12,NA,NA,NA,"Viet Nam"
96021,6928,"704",6608,12846,NA,"native","present",0,0,1,0,"Known from central Vietnam (Ref. 12846), Cu Lao Cau and Spratly islands (Ref. 58534).","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2006-11-16,1472,2007-08-14,NA,NA,NA,"Viet Nam"
96053,6931,"704",6610,36625,NA,"native","present",0,1,1,0,"Found in Mekong delta (Ref. 36625) and Quang Ninh-Cat Ba (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2000-11-23,1472,2007-09-06,NA,NA,NA,"Viet Nam"
96072,6932,"704",6612,12846,NA,"native","present",0,0,1,0,"Known from central Vietnam (Ref. 12846) and Nha Trang (Ref. 58534).  Also Ref. 48391.","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,14,2003-09-05,1472,2007-09-18,NA,NA,NA,"Viet Nam"
96089,6933,"704",6613,58534,NA,"native","present",0,0,1,0,"Known from Cu Lao Cau and Con Dao (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-14,NA,2007-08-14,NA,NA,NA,"Viet Nam"
96126,6936,"704",6616,58534,NA,"native","present",0,0,1,0,"Known from the Spratly islands (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,NA,2007-09-04,NA,NA,NA,"Viet Nam"
96154,6939,"704",6620,58534,NA,"native","present",0,0,1,0,"Known from Cu Lao Cham, Nha Trang, Cu Lao Cau, Con Dao and Spratly islands (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-15,NA,2007-08-15,NA,NA,NA,"Viet Nam"
96167,6940,"704",6621,58534,NA,"native","present",0,0,1,0,"Known from Cu Lao Cham, Nha Trang, Con Dao and An Thoi (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-15,NA,2007-08-15,NA,NA,NA,"Viet Nam"
96185,6943,"704",6622,58534,NA,"native","present",0,0,1,0,"Known from An Thoi (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-15,NA,2007-08-15,NA,NA,NA,"Viet Nam"
96216,6944,"704",6625,9706,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin and central Vietnam (Ref. 9706); also from Quang Ninh-Cat Ba, Hon Me, Cu Lao Cham, Nha Trang, Cu Lao Cau and Spratly islands (Ref. 58534).  Museum: MNHN 224 (Ref. 27370). Also Ref. 46893.","common (usually seen)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,14,1998-11-20,1472,2007-08-08,NA,NA,NA,"Viet Nam"
96263,6946,"704",6627,12846,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin, central and southern Vietnam (Ref. 12846); also from the Spratly islands (Ref. 58534).","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2006-11-16,1472,2007-08-09,NA,NA,NA,"Viet Nam"
96279,6947,"704",6628,58534,NA,"native","present",0,0,1,0,"Known from Cu Lao Cham, Nha Trang and Cu Lao Cau (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-10,NA,2007-08-10,NA,NA,NA,"Viet Nam"
96313,6948,"704",6629,58534,NA,"native","present",0,0,1,0,"Known from Cu Lao Cham, Nha Trang and Spratly islands (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,NA,2007-09-04,NA,NA,NA,"Viet Nam"
96398,6952,"704",6632,12846,NA,"native","present",0,0,1,0,"Known from central Vietnam (Ref. 12846).","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2006-11-16,NA,2006-11-16,NA,NA,NA,"Viet Nam"
96416,6953,"704",6633,58534,NA,"native","present",0,0,1,0,"Known from Quang Ninh-Cat Ba, Hon Me and Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-15,1472,2007-09-19,NA,NA,NA,"Viet Nam"
96460,6955,"704",6635,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang and Spratly islands (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-05,NA,2007-09-05,NA,NA,NA,"Viet Nam"
96485,6957,"704",6637,9790,NA,"native","present",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,3,1995-09-23,NA,1995-10-06,138,1995-10-06,NA,"Viet Nam"
96526,6963,"704",6643,12846,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin and central Vietnam (Ref. 12846).  Also Ref. 9947.","scarce (very unlikely)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,14,1995-11-09,1472,2006-11-15,NA,NA,NA,"Viet Nam"
96552,6968,"704",6648,58534,NA,"native","present",0,0,1,0,"Known from Cu Lao Cham, Nha Trang and Spratly islands (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-14,NA,2007-08-14,NA,NA,NA,"Viet Nam"
96580,6970,"704",6650,58534,NA,"native","present",0,0,1,0,"Known from the Spratly islands (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-14,NA,2007-08-14,NA,NA,NA,"Viet Nam"
96582,6971,"704",6651,58534,NA,"native","present",0,0,1,0,"Known from Quang Ninh-Cat Ba (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-14,NA,2007-08-14,NA,NA,NA,"Viet Nam"
96626,6974,"704",6654,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-07,NA,2007-08-07,NA,NA,NA,"Viet Nam"
96649,6975,"704",6655,58534,NA,"native","present",0,0,1,0,"Known from the Spratly islands (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-18,NA,2007-09-18,NA,NA,NA,"Viet Nam"
96730,6980,"704",6660,58534,NA,"native","present",0,0,1,0,"Known from Cu Lao Cham (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-18,NA,2007-09-18,NA,NA,NA,"Viet Nam"
94271,6981,"704",6661,58534,NA,"native","present",0,0,1,0,"Known from Quang Ninh-Cat Ba, Nha Trang and Spratly islands (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-08,NA,2007-08-08,NA,NA,NA,"Viet Nam"
96796,6983,"704",6663,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-15,NA,2007-08-15,NA,NA,NA,"Viet Nam"
96826,6984,"704",6664,58534,NA,"native","present",0,0,1,0,"Known from Cu Lao Cau, Con Dao and An Thoi (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-15,NA,2007-08-15,NA,NA,NA,"Viet Nam"
180190,6985,"704",6665,90102,NA,"native","present",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,2310,2013-04-17,NA,2013-04-17,NA,NA,NA,"Viet Nam"
96844,6986,"704",6666,12846,NA,"native","present",0,0,1,0,"Known from central Vietnam (Ref. 12846), Quang Ninh-Cat Ba, Hon Me, Cu Lao Cham, Nha Trang and Spratly islands (Ref. 58534).","common (usually seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2006-11-16,1472,2007-08-14,NA,NA,NA,"Viet Nam"
96867,6988,"704",6668,58534,NA,"native","present",0,0,1,0,"Known from Quang Ninh-Cat Ba (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-06,NA,2007-09-06,NA,NA,NA,"Viet Nam"
96921,6991,"704",6670,58534,79889,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534, 79889).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-16,14,2025-04-09,14,2025-04-09,NA,"Viet Nam"
96964,6993,"704",6672,58534,NA,"native","present",0,0,1,0,"Known from Con Dao (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-05,NA,2007-09-05,NA,NA,NA,"Viet Nam"
203130,6995,"704",6674,79889,NA,"native","present",0,0,1,0,"Reported from Nha Trang (Ref. 79889).",NA,NA,NA,NA,NA,"never/rarely",NA,0,NA,NA,0,0,"no regulations",NA,0,0,14,2025-04-09,NA,2025-04-09,NA,NA,NA,"Viet Nam"
97001,6996,"704",6675,58534,NA,"native","present",0,0,1,0,"Known from Quang Ninh-Cat Ba, Cu Lao Cham, Cu Lao Cau and Spratly islands (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-17,NA,2007-08-17,NA,NA,NA,"Viet Nam"
97766,7243,"704",6922,58534,NA,"native","present",0,0,1,0,"Known from the Spratly islands (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-14,NA,2007-08-14,NA,NA,NA,"Viet Nam"
97777,7244,"704",6923,58534,NA,"native","present",0,0,1,0,"Known from Cu Lao Cham and Con Dao (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-15,NA,2007-08-15,NA,NA,NA,"Viet Nam"
97818,7250,"704",6929,58534,NA,"native","present",0,0,1,0,"Known from Cu Lao Cham, Nha Trang, Cu Lao Cau and Con Dao (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-15,NA,2007-08-15,NA,NA,NA,"Viet Nam"
97925,7265,"704",6944,58534,NA,"native","present",0,0,1,0,"Known from the Spratly islands (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-05,NA,2007-09-05,NA,NA,NA,"Viet Nam"
97936,7266,"704",6945,12846,NA,"questionable","possible",0,0,1,0,"Known from the Gulf of Tonkin (Ref. 12846).  Outside distributional range, occurrence needs verification.","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2006-11-16,NA,2006-11-16,NA,NA,NA,"Viet Nam"
98362,7300,"704",7188,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-06,NA,2007-09-06,NA,NA,NA,"Viet Nam"
98541,7326,"704",7197,58534,NA,"native","present",0,0,1,0,"Known from Con Dao and Spratly islands (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-17,NA,2007-08-17,NA,NA,NA,"Viet Nam"
98615,7330,"704",7200,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,NA,2007-09-04,NA,NA,NA,"Viet Nam"
98657,7331,"704",7201,58534,NA,"native","present",0,0,1,0,"Known from Quang Ninh-Cat Ba and Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,NA,2007-09-04,NA,NA,NA,"Viet Nam"
98708,7333,"704",7203,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,NA,2007-09-04,NA,NA,NA,"Viet Nam"
98767,7337,"704",7207,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,NA,2007-09-04,NA,NA,NA,"Viet Nam"
98778,7338,"704",7208,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,NA,2007-09-04,NA,NA,NA,"Viet Nam"
98811,7348,"704",7209,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,NA,2007-09-04,NA,NA,NA,"Viet Nam"
98828,7349,"704",7210,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,NA,2007-09-04,NA,NA,NA,"Viet Nam"
98853,7351,"704",7212,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,NA,2007-09-04,NA,NA,NA,"Viet Nam"
98904,7354,"704",7215,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,NA,2007-09-04,NA,NA,NA,"Viet Nam"
98918,7355,"704",7216,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang and Spratly islands (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,1472,2007-09-19,NA,NA,NA,"Viet Nam"
98942,7358,"704",7217,58534,NA,"native","present",0,0,1,0,"Known from the Spratly islands (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,NA,2007-09-04,NA,NA,NA,"Viet Nam"
99038,7362,"704",7219,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang and Spratly islands (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,NA,2007-09-04,NA,NA,NA,"Viet Nam"
99095,7367,"704",7221,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,NA,2007-09-04,NA,NA,NA,"Viet Nam"
99114,7368,"704",7222,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,NA,2007-09-04,NA,NA,NA,"Viet Nam"
99157,7371,"704",7225,58534,NA,"native","present",0,0,1,0,"Known from the Spratly islands (Ref. 58534).  Museum: Bay of Nhatrang, CAS 33187.  Also Ref. 8527.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,14,1994-12-02,1472,2007-09-19,NA,NA,NA,"Viet Nam"
99233,7374,"704",7228,58534,NA,"native","present",0,0,1,0,"Known from Quang Ninh-Cat Ba (Ref. 58534).  Nha Trang and Spratly islands (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,1472,2007-09-19,NA,NA,NA,"Viet Nam"
99316,7390,"704",7229,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-19,NA,2007-09-19,NA,NA,NA,"Viet Nam"
99349,7393,"704",7231,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-17,NA,2007-08-17,NA,NA,NA,"Viet Nam"
99386,7397,"704",7233,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,NA,2007-09-04,NA,NA,NA,"Viet Nam"
99444,7403,"704",7238,58534,NA,"native","present",0,0,1,0,"Known from Cu Lao Cau (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-19,NA,2007-09-19,NA,NA,NA,"Viet Nam"
99585,7415,"704",7246,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-19,NA,2007-09-19,NA,NA,NA,"Viet Nam"
99746,7430,"704",7257,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-19,NA,2007-09-19,NA,NA,NA,"Viet Nam"
100449,7571,"704",7281,9706,46452,"native","present",0,0,1,0,"Found in Central Vietnam (Ref. 9706).  

Status of threat: Rare (Ref. 46452).","scarce (very unlikely)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,1,0,22,1995-11-07,1472,2006-11-09,NA,NA,NA,"Viet Nam"
101051,7608,"704",7308,9706,NA,"native","present",0,0,1,0,"Known from Central Vietnam (Ref. 9706) and Spratly islands (Ref. 58534).","scarce (very unlikely)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1995-11-08,1472,2007-08-08,NA,NA,NA,"Viet Nam"
101597,7641,"704",7341,12846,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin (Ref. 12846).  Museum: Nha Trang, MNHN 1965-277.  Also Ref. 4787, 5222.","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,14,1993-02-16,1472,2006-11-15,NA,NA,NA,"Viet Nam"
191822,7442,"704",7265,113727,NA,"native","present",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,14,2017-07-17,NA,2017-07-17,NA,NA,NA,"Viet Nam"
99921,7446,"704",7267,5293,NA,"native","present",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,14,1993-03-16,NA,1993-03-16,NA,NA,NA,"Viet Nam"
99937,7447,"704",7268,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,NA,2007-09-04,NA,NA,NA,"Viet Nam"
189948,7451,"704",7271,107299,NA,"native","present",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,14,2016-07-05,NA,2016-07-05,NA,NA,NA,"Viet Nam"
100031,7455,"704",7274,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,NA,2007-09-04,NA,NA,NA,"Viet Nam"
100058,7457,"704",7275,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,NA,2007-09-04,NA,NA,NA,"Viet Nam"
100457,7573,"704",7282,11441,NA,"native","present",0,0,1,0,"Needs a better faunal reference.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,14,2001-09-14,NA,2001-09-14,NA,NA,NA,"Viet Nam"
100489,7574,"704",7283,131362,132453,"misidentification","absent",0,0,1,0,"Outside distributional range, most probably referring to another species in the <i>Uropterygius concolor</i> species complex (Ref. 131362).","scarce (very unlikely)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2006-11-10,14,2025-01-13,14,2025-01-13,NA,"Viet Nam"
100520,7575,"704",7284,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-07,NA,2007-08-07,NA,NA,NA,"Viet Nam"
100576,7578,"704",7287,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-18,NA,2007-09-18,NA,NA,NA,"Viet Nam"
100683,7583,"704",7292,58534,NA,"native","present",0,0,1,0,"Known from Cu Lao Cham and Cu Lao Cau (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-07,NA,2007-08-07,NA,NA,NA,"Viet Nam"
100741,7585,"704",7294,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-06,NA,2007-09-06,NA,NA,NA,"Viet Nam"
100806,7588,"704",7297,9706,34024,"native","present",0,0,1,0,"Known from the Gulf of Tonkin and Central Viet Nam (Ref. 9706); also from Nha Trang (Ref. 58534).  Also Ref. 34024.","common (usually seen)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1995-11-08,1472,2007-08-08,NA,NA,NA,"Viet Nam"
100965,7605,"704",7305,9706,NA,"native","present",0,0,1,0,"Known from Central Vietnam (Ref. 9706), Nha Trang, An Thoi and Spratly islands (Ref. 58534).","scarce (very unlikely)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1995-11-08,1472,2007-08-08,NA,NA,NA,"Viet Nam"
101007,7606,"704",7306,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang and Spratly islands (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-08,NA,2007-08-08,NA,NA,NA,"Viet Nam"
101078,7609,"704",7309,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang and Spratly islands (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-08,NA,2007-08-08,NA,NA,NA,"Viet Nam"
